Module,Transition,Spectrum_RelErr,Baseline_MSE,Baseline_MAE,Baseline_RelErr,Inner_MSE,Inner_MAE,Inner_RelErr,Ambient_MSE,Ambient_MAE,Ambient_RelErr,Drift_Ratio
Vis_L13.attn.qkv,Stage1->Stage2,0.0001690996662617739,9.053467709763539e-09,6.911762127642144e-05,0.005528868581254404,4.904425992445823e-09,5.5380941201693773e-05,0.004069329729803663,8.468408112627952e-12,2.1654745698827886e-06,0.00016909457649791243,579.1437926961058
Vis_L13.attn.qkv,Base->Stage2,0.00018938387018385656,9.648944433244453e-09,7.169985225537209e-05,0.0057077992659549,5.167201890192176e-09,5.690188281349904e-05,0.004176923331887229,1.0621867055558518e-11,2.3830778806587425e-06,0.00018937786639429334,486.46832644060754
Vis_L13.attn.proj,Base->Stage1,6.104932779072403e-05,1.1304380330362777e-09,1.8423795029507417e-05,0.001988014206750512,1.0660294766372038e-12,8.208912320509152e-07,6.104930300579014e-05,1.0660294766380555e-12,8.208912320513496e-07,6.104930300581452e-05,0.9999999999992011
Vis_L13.attn.proj,Stage1->Stage2,0.00017136486622984544,8.98301784393144e-09,6.90238326324133e-05,0.005603982729916552,8.399459995659845e-12,2.304378612964975e-06,0.00017136074438383798,8.399459995666013e-12,2.3043786129658224e-06,0.00017136074438390086,0.9999999999992656
Vis_L13.attn.proj,Base->Stage2,0.0001747225845567943,9.566175623129195e-09,7.156287155013263e-05,0.005783021832700843,8.731835219380808e-12,2.3478999564675375e-06,0.0001747183110150069,8.731835219378003e-12,2.347899956467086e-06,0.00017471831101497878,1.0000000000003213
Vis_L13.mlp.gate_proj,Base->Stage1,3.754653922265734e-05,1.1595801613236901e-09,1.8627890036542442e-05,0.0019749629402609245,7.032282657442044e-10,1.9989255558804527e-05,0.001538001367350251,4.1910420982977203e-13,5.139855290292491e-07,3.754650991188129e-05,1677.9317631522606
Vis_L13.mlp.gate_proj,Stage1->Stage2,0.00010189480884695057,9.52218318844801e-09,7.116362038777369e-05,0.005659408746581925,5.693780635459058e-09,5.973042245259258e-05,0.0043762604526814625,3.0866472018790425e-12,1.3959417266364023e-06,0.00010189345585722252,1844.6489874167946
Vis_L13.mlp.gate_proj,Base->Stage2,0.00010683281746130021,1.0234307779616246e-08,7.417068387326191e-05,0.00586721539703114,6.099610163172879e-09,6.187755406593788e-05,0.00452953724673977,3.3930601718954233e-12,1.4632188015420534e-06,0.00010683131550510253,1797.672264611072
Vis_L13.mlp.up_proj,Base->Stage1,3.3985773472668395e-05,1.140528867874688e-09,1.8172222932598585e-05,0.0018831217643734775,6.921270181446424e-10,1.9770869604733415e-05,0.0014669596324144863,3.7148640585706236e-13,4.846768512136179e-07,3.398573953274626e-05,1863.128790804134
Vis_L13.mlp.up_proj,Stage1->Stage2,0.00010443188509108226,9.569164199149761e-09,7.088011753789932e-05,0.0054545160566816,5.703793969965953e-09,5.9739865526476836e-05,0.004211154119715258,3.507645633798684e-12,1.4889559827578476e-06,0.00010443043256449392,1626.103251424774
Vis_L13.mlp.up_proj,Base->Stage2,0.0001069747706143622,1.0246882028946838e-08,7.374374564130853e-05,0.005644364988094527,6.1009306798168945e-09,6.185027959660647e-05,0.004355291888102916,3.680538262211981e-12,1.5251196974604626e-06,0.00010697317589012749,1657.6191429539092
Vis_L13.mlp.down_proj,Base->Stage1,3.9518025867887364e-05,1.1637799009344135e-09,1.851672961723222e-05,0.0019287354587552684,6.753231600549631e-10,1.9617992258967963e-05,0.0014692410728451711,4.885567595854822e-13,5.525370354619252e-07,3.9517981342017354e-05,1382.2818880408975
Vis_L13.mlp.down_proj,Stage1->Stage2,0.0001109796172296211,9.536598019627602e-09,7.086704093881093e-05,0.005521119851122299,5.3902895511230295e-09,5.808171476475667e-05,0.0041508446887504775,3.853114971832516e-12,1.5567624323904893e-06,0.00011097787899203498,1398.9433459753325
Vis_L13.mlp.down_proj,Base->Stage2,0.00011619084249372418,1.0207890273753027e-08,7.371136756842898e-05,0.005712134604483193,5.732756444149522e-09,5.9960465604879937e-05,0.004280674266815628,4.223459613762989e-12,1.6264503864897346e-06,0.00011618889172146257,1357.3603084703798
Vis_L14.attn.qkv,Base->Stage1,3.9725777213216335e-05,1.1128602582817589e-09,1.810588943944443e-05,0.0019353583565735863,6.527664890653235e-10,1.928841340167466e-05,0.0014822450231625386,4.688800336873432e-13,5.424584222054835e-07,3.9725735354764606e-05,1392.1823113939604
Vis_L14.attn.qkv,Stage1->Stage2,0.00012757162118833137,9.260139691166743e-09,6.997743439330683e-05,0.005582605700821074,5.220013918293801e-09,5.7170994833106644e-05,0.004191447358851051,4.835328659396775e-12,1.7366597376402284e-06,0.00012756783498249293,1079.5572102734825
Vis_L14.attn.qkv,Base->Stage2,0.0001279368064376529,9.898138263766514e-09,7.270309577095032e-05,0.00577171587227888,5.523821320061474e-09,5.886950745307659e-05,0.004311694646724041,4.863041160990849e-12,1.743852130248912e-06,0.00012793287459253583,1135.8779696069835
Vis_L14.attn.proj,Base->Stage1,6.410259606566909e-05,1.1987118261114992e-09,1.9224867709866088e-05,0.002081648518335339,1.1367110980601483e-12,8.477077862979965e-07,6.410251320602285e-05,1.1367110980598553e-12,8.477077862978799e-07,6.41025132060146e-05,1.0000000000002578
Vis_L14.attn.proj,Stage1->Stage2,0.00020773124426651035,9.070885610917369e-09,6.953505040662832e-05,0.005726120453030871,1.1937231916459424e-11,2.71473066641737e-06,0.00020772436979023614,1.1937231916451281e-11,2.714730666416395e-06,0.00020772436979016526,1.0000000000006821
Vis_L14.attn.proj,Base->Stage2,0.0002112328299025262,9.725162738169659e-09,7.236238486612478e-05,0.005929035805340776,1.2343027553736453e-11,2.76648348595313e-06,0.00021122556651520706,1.234302755373875e-11,2.7664834859533185e-06,0.0002112255665152268,0.9999999999998139
Vis_L14.mlp.gate_proj,Base->Stage1,3.6668651437622204e-05,1.1844061864873273e-09,1.8950207474660085e-05,0.002017639708845036,7.113826860503899e-10,2.0142912719795113e-05,0.0015636693679106529,3.912034550816107e-13,4.971816027855628e-07,3.6668624899825017e-05,1818.4468383644137
Vis_L14.mlp.gate_proj,Stage1->Stage2,0.000107567399394011,9.509420355984275e-09,7.124855324645938e-05,0.00571696807673675,5.617649641784738e-09,5.9340536957721984e-05,0.004394060875547192,3.366470181194374e-12,1.457444053306489e-06,0.00010756627526739878,1668.706193557217
Vis_L14.mlp.gate_proj,Base->Stage2,0.00011143891555414293,1.0225076465021834e-08,7.427563914740541e-05,0.005928188801362196,6.024585507384887e-09,6.150448990061415e-05,0.004550428877334825,3.6131547259233413e-12,1.5101927269318098e-06,0.00011143767031886772,1667.4031322711498
Vis_L14.mlp.up_proj,Base->Stage1,3.408670387244786e-05,1.155120980994825e-09,1.8288677811906966e-05,0.0018865297205032249,6.963842260581483e-10,1.9845889143673294e-05,0.0014647866663394752,3.77112677942636e-13,4.882569486000914e-07,3.408674108789812e-05,1846.6210944095544
Vis_L14.mlp.up_proj,Stage1->Stage2,0.00010247813607501721,9.605472828726354e-09,7.093043833713022e-05,0.005440075841131166,5.687310037442978e-09,5.965285316116336e-05,0.004185998153157743,3.4084945545942754e-12,1.4663731875341924e-06,0.00010247711317787513,1668.5694949335068
Vis_L14.mlp.up_proj,Base->Stage2,0.00010477972881672444,1.0291307088104103e-08,7.384513211322603e-05,0.005630939343941285,6.072344391759183e-09,6.170523961451316e-05,0.004325375118490523,3.56332682904495e-12,1.5002149870131488e-06,0.0001047787973420183,1704.1222102511165
Vis_L14.mlp.down_proj,Base->Stage1,3.806537017488172e-05,1.1648496177480543e-09,1.8432355149733585e-05,0.0019070240939718954,6.508020046138706e-10,1.929643187054818e-05,0.0014254293288088547,4.641071048789592e-13,5.415662099158448e-07,3.806539649475906e-05,1402.266842658231
Vis_L14.mlp.down_proj,Stage1->Stage2,0.0001327929203112442,9.428423073521402e-09,7.025739290806252e-05,0.005425468782661095,5.081661079898223e-09,5.636794917205601e-05,0.003983094279208131,5.648164604333254e-12,1.8640279235795993e-06,0.0001327918466461675,899.7013075715939
Vis_L14.mlp.down_proj,Base->Stage2,0.0001352716771200601,1.01101501444373e-08,7.316332948445283e-05,0.005618191529048842,5.3914411856171706e-09,5.8107771362959236e-05,0.004102703896976957,5.861001747940591e-12,1.898136791915004e-06,0.0001352706769450723,919.8839067931668
Vis_L15.attn.qkv,Base->Stage1,3.3485972250850726e-05,1.1220957764429959e-09,1.777966352919306e-05,0.0017864865021029847,7.118163154513046e-10,1.9818226807613715e-05,0.0014228815382016315,3.9423768417072735e-13,4.974128612843602e-07,3.3486043948089584e-05,1805.5511789762027
Vis_L15.attn.qkv,Stage1->Stage2,0.0001108233894231573,9.182574336233487e-09,6.856600064087577e-05,0.0051104388587507885,5.68438499122123e-09,5.935199130719729e-05,0.004020848524116374,4.318106071014188e-12,1.642749147812166e-06,0.00011082114258074909,1316.4069843902992
Vis_L15.attn.qkv,Base->Stage2,0.00010892695597921677,9.835784089298475e-09,7.139196593914488e-05,0.005289083991329651,6.0663276452061316e-09,6.138999751370706e-05,0.004153736108744197,4.17160369476201e-12,1.6158743644469044e-06,0.00010892498080545372,1454.1955777877927
Vis_L15.attn.proj,Base->Stage1,4.8752429619405715e-05,1.0863189874351459e-09,1.6724757732262675e-05,0.001586932656555028,1.0252599190589784e-12,8.066171734649875e-07,4.875248999977763e-05,1.0252599190585919e-12,8.06617173464806e-07,4.875248999976844e-05,1.000000000000377
Vis_L15.attn.proj,Stage1->Stage2,0.00013914462708119717,9.350573089288895e-09,6.772961778843011e-05,0.004655792307005952,8.35166870246466e-12,2.300613772577905e-06,0.00013914291993673096,8.35166870245943e-12,2.3006137725770747e-06,0.00013914291993668743,1.0000000000006262
Vis_L15.attn.proj,Base->Stage2,0.0001454178465441444,9.965011596010912e-09,7.041065190463769e-05,0.004806327809166826,9.121722784800436e-12,2.403546996794083e-06,0.00014541624253370608,9.12172278479691e-12,2.403546996793649e-06,0.000145416242533678,1.0000000000003864
Vis_L15.mlp.gate_proj,Base->Stage1,3.655317505622178e-05,1.2273562149637587e-09,1.931077153083032e-05,0.0020342137274340644,7.465827112284939e-10,2.062345804596692e-05,0.0015865370992692509,3.9630219058727654e-13,5.003893391660107e-07,3.655312437385602e-05,1883.8722796917673
Vis_L15.mlp.gate_proj,Stage1->Stage2,0.00010540679649346434,9.78276683658553e-09,7.224828373436358e-05,0.005742946789326576,5.8970179092314e-09,6.080444591053003e-05,0.004458822299297476,3.2954497493087314e-12,1.440883115816584e-06,0.0001054050182811057,1789.4425216067657
Vis_L15.mlp.gate_proj,Base->Stage2,0.000111247211718538,1.0514263063804947e-08,7.531571520121095e-05,0.00595378791821652,6.327216141032753e-09,6.305476909456262e-05,0.004618599203143797,3.6707476524136215e-12,1.51840206802007e-06,0.00011124518073260496,1723.685946341865
Vis_L15.mlp.up_proj,Base->Stage1,3.202522330514936e-05,1.2080410922579156e-09,1.8699561031523208e-05,0.0018850759649410634,7.401086469398806e-10,2.0418595349714253e-05,0.0014754882032073098,3.4866501283903557e-13,4.6945523707510504e-07,3.202522483178058e-05,2122.692612354422
Vis_L15.mlp.up_proj,Stage1->Stage2,9.583293671920178e-05,9.858669709684567e-09,7.17356998194867e-05,0.00538505214502875,5.93901586783918e-09,6.093751613077729e-05,0.00417963153674832,3.122148738752424e-12,1.4050012273412994e-06,9.583133739504174e-05,1902.2206706949987
Vis_L15.mlp.up_proj,Base->Stage2,9.884117773885828e-05,1.0567411054238994e-08,7.470495231260503e-05,0.005575259098787009,6.353798457881875e-09,6.308881358941614e-05,0.004323121805051308,3.3212369398884456e-12,1.4490365708077619e-06,9.883953292280831e-05,1913.0819549704538
Vis_L15.mlp.down_proj,Base->Stage1,3.4923985163864804e-05,1.202319483954376e-09,1.8703836365251212e-05,0.0019061337144743676,7.030994542493626e-10,1.9992321976305722e-05,0.0014576451127430356,4.036090640199614e-13,5.056264752114992e-07,3.4923991659506245e-05,1742.030883168147
Vis_L15.mlp.down_proj,Stage1->Stage2,0.00010747417012157085,9.819385718828153e-09,7.170777620415904e-05,0.005447291750189838,5.587382554709619e-09,5.9133247462304396e-05,0.00410906186453636,3.822269982659622e-12,1.5526231122508316e-06,0.00010747294657636131,1461.796937437107
Vis_L15.mlp.down_proj,Base->Stage2,0.00011282118074470961,1.052038900993585e-08,7.463402769046393e-05,0.005638380437575476,5.956728433233114e-09,6.112790601209899e-05,0.00424270051459294,4.2120605126460766e-12,1.6294174013599222e-06,0.00011281991730997855,1414.2077055514599
Vis_L16.attn.qkv,Base->Stage1,3.4806279984204595e-05,1.2019348959651566e-09,1.8763821076414426e-05,0.0019358304198416744,7.369610331923221e-10,2.0388619143103613e-05,0.0015158251224628013,3.8856419546077385e-13,4.95595663061625e-07,3.480632955139375e-05,1896.6261992266332
Vis_L16.attn.qkv,Stage1->Stage2,0.00010399792028265783,9.767455910723472e-09,7.168326804736817e-05,0.0055184669144595,5.826419298750319e-09,6.036656756896209e-05,0.004262148538505689,3.4689307732623e-12,1.4796863889725628e-06,0.00010399812990230274,1679.6009143967312
Vis_L16.attn.qkv,Base->Stage2,0.00010887875483491951,1.0490756657802645e-08,7.47086293020871e-05,0.0057191451640048515,6.2215340137111305e-09,6.246609796769654e-05,0.004404295536399836,3.8021903217300155e-12,1.5486395484030259e-06,0.00010887912934561508,1636.302627502429
Vis_L16.attn.proj,Base->Stage1,5.865139310530357e-05,1.2372391017368252e-09,1.936215432086108e-05,0.0020359970482573624,1.0267261958634035e-12,8.070842994521148e-07,5.865130057444252e-05,1.026726195863289e-12,8.070842994521306e-07,5.865130057443925e-05,1.0000000000001115
Vis_L16.attn.proj,Stage1->Stage2,0.00016510414675352674,9.868052187933747e-09,7.254178205165829e-05,0.0057499612431728304,8.136081891350827e-12,2.273396315484607e-06,0.0001651037183263047,8.136081891355328e-12,2.2733963154852215e-06,0.00016510371832635035,0.9999999999994468
Vis_L16.attn.proj,Base->Stage2,0.00017478836499530112,1.0600517276688131e-08,7.561487809138789e-05,0.005959539843607492,9.118491937205471e-12,2.404951422028816e-06,0.00017478763568586455,9.118491937208576e-12,2.404951422029289e-06,0.0001747876356858943,0.9999999999996595
Vis_L16.mlp.gate_proj,Base->Stage1,3.630670800835115e-05,1.217312701780227e-09,1.910771017767394e-05,0.0019977127254058244,7.427681364445451e-10,2.054349318154043e-05,0.001560481382898303,4.0207733248484814e-13,5.043803782241711e-07,3.630669812755921e-05,1847.3265624157898
Vis_L16.mlp.gate_proj,Stage1->Stage2,0.00010112518033912874,9.815151265464967e-09,7.221787224873616e-05,0.005672485714773666,5.955792758526748e-09,6.108222021401138e-05,0.004418701873191663,3.1192824349589272e-12,1.403567729590641e-06,0.0001011235394725473,1909.3470638561046
Vis_L16.mlp.gate_proj,Base->Stage2,0.00010589997122248024,1.0541492031899982e-08,7.525548662983639e-05,0.0058786276731561185,6.3813526619646565e-09,6.3300198766492e-05,0.004573843341057987,3.420798784753175e-12,1.4685155948499506e-06,0.00010589822405968032,1865.4568898957025
Vis_L16.mlp.up_proj,Base->Stage1,3.0909404313308004e-05,1.1891193564360245e-09,1.8392228221825213e-05,0.0018379421777418433,7.322687378642485e-10,2.0264297330121805e-05,0.0014422958925325456,3.363125263512879e-13,4.611630428950082e-07,3.090940475593024e-05,2177.3460114874615
Vis_L16.mlp.up_proj,Stage1->Stage2,9.29826947685101e-05,9.965056178230046e-09,7.191873930903764e-05,0.005320478726191627,6.072255696600713e-09,6.157222820003607e-05,0.004153228837309606,3.043448920070226e-12,1.386506861375706e-06,9.298092104779434e-05,1995.1889635987711
Vis_L16.mlp.up_proj,Base->Stage2,9.701900529612545e-05,1.0663121487813285e-08,7.483350824890034e-05,0.00550367796148519,6.491438975283551e-09,6.374264138129833e-05,0.004294190676746163,3.3134117489388245e-12,1.4468531280173236e-06,9.701715596875185e-05,1959.140447112419
Vis_L16.mlp.down_proj,Base->Stage1,3.451709143927186e-05,1.1816672145959974e-09,1.8370206967725715e-05,0.0018530597848476942,7.022205930494202e-10,1.9919584285341867e-05,0.001428494651423153,4.100013910269131e-13,5.096502064574539e-07,3.4517116081429234e-05,1712.7273429258325
Vis_L16.mlp.down_proj,Stage1->Stage2,0.00011477288094182157,9.90018419757581e-09,7.17416206531149e-05,0.0053635987448313,5.7935505161812206e-09,6.01742764399592e-05,0.004103052198670053,4.533095726056519e-12,1.6557235128507218e-06,0.000114770979506371,1278.056071677359
Vis_L16.mlp.down_proj,Base->Stage2,0.00011718819551892496,1.0587459694206554e-08,7.4617246310884e-05,0.005546647008287732,6.164608774639782e-09,6.215259656331704e-05,0.004232406796048032,4.725901635823688e-12,1.6964381922570912e-06,0.00011718633772970447,1304.430191248646
Vis_L17.attn.qkv,Base->Stage1,3.548529934106681e-05,1.2046647470667542e-09,1.8693984641690403e-05,0.0018972034948522086,7.324387883407879e-10,2.0326788410100766e-05,0.0014793348315711762,4.214391783976707e-13,5.155337065612596e-07,3.548528262702555e-05,1737.9466026997077
Vis_L17.attn.qkv,Stage1->Stage2,9.902188929579164e-05,9.735308860666998e-09,7.123247153570489e-05,0.005393263228661292,5.782762612627149e-09,6.009950173696979e-05,0.004156659332090963,3.281714424291087e-12,1.4418512300899462e-06,9.902096243492058e-05,1762.1163407222234
Vis_L17.attn.qkv,Base->Stage2,0.0001033859998791885,1.0431316874071886e-08,7.41625646770346e-05,0.005582726078235986,6.146636712058627e-09,6.204488846364565e-05,0.004285441026021182,3.5773499368639933e-12,1.5053679411889094e-06,0.00010338498347364876,1718.2095183696074
Vis_L17.attn.proj,Base->Stage1,5.929090459071962e-05,1.2353307795012956e-09,1.920429067002516e-05,0.0019886486860555496,1.0981083954824732e-12,8.20890581470448e-07,5.9291036469792754e-05,1.098108395481871e-12,8.208905814702639e-07,5.92910364697765e-05,1.0000000000005485
Vis_L17.attn.proj,Stage1->Stage2,0.0001678432165086857,9.772370790665684e-09,7.183675870752636e-05,0.005593230937718339,8.799838758386621e-12,2.3593947305461994e-06,0.0001678418044725483,8.799838758385038e-12,2.3593947305460275e-06,0.00016784180447253322,1.0000000000001799
Vis_L17.attn.proj,Base->Stage2,0.00017198827470412247,1.047736916696554e-08,7.479831376649315e-05,0.005791471265540092,9.239888681009811e-12,2.4214668340444296e-06,0.0001719872103416931,9.239888681009767e-12,2.421466834044313e-06,0.0001719872103416927,1.0000000000000047
Vis_L17.mlp.gate_proj,Base->Stage1,3.3825945705280514e-05,1.2064667980003704e-09,1.8936273657412055e-05,0.0019574441596697666,7.397994008793397e-10,2.0477118044088028e-05,0.0015328112599314256,3.6027596198788296e-13,4.779948753053575e-07,3.382589821068018e-05,2053.424260662223
Vis_L17.mlp.gate_proj,Stage1->Stage2,9.416026479543548e-05,9.909403571261655e-09,7.24882348245706e-05,0.005609824540168382,6.070435031831814e-09,6.166312189841834e-05,0.004390716816152318,2.791720614543733e-12,1.3296975661874143e-06,9.415892611684784e-05,2174.442170254182
Vis_L17.mlp.gate_proj,Base->Stage2,9.712183988053753e-05,1.063477177936787e-08,7.55037599795374e-05,0.005811518266727132,6.500569650461129e-09,6.387623452067057e-05,0.0045436118961009846,2.970087156759323e-12,1.3716275145931132e-06,9.712032273147417e-05,2188.6797616922236
Vis_L17.mlp.up_proj,Base->Stage1,3.0283048484688962e-05,1.164949333723155e-09,1.8072426552452914e-05,0.0017409061136447242,7.19658456702463e-10,2.0045571408964906e-05,0.0013683117247220748,3.5249625012344405e-13,4.723934528447679e-07,3.0283012959954153e-05,2041.6059928309562
Vis_L17.mlp.up_proj,Stage1->Stage2,9.126221964852728e-05,9.989535611016699e-09,7.188198686629631e-05,0.0050978554050862095,6.115335938502437e-09,6.177355783842845e-05,0.003988641678944204,3.2013885780698934e-12,1.4222589758180607e-06,9.126075532058892e-05,1910.2135805673902
Vis_L17.mlp.up_proj,Base->Stage2,9.558947745234854e-05,1.0679396333721854e-08,7.475300029848539e-05,0.005270941734430983,6.530951986386493e-09,6.391024872697897e-05,0.00412195369594351,3.512169705666325e-12,1.4896401397459511e-06,9.558783155918374e-05,1859.5206193623972
Vis_L17.mlp.down_proj,Base->Stage1,3.1825564032045605e-05,1.1614409675873105e-09,1.8104787413544966e-05,0.0018245679789911382,6.902117514887799e-10,1.9722581658685164e-05,0.0014065418317206993,3.5336882045799434e-13,4.732820355190729e-07,3.182552611074884e-05,1953.2333118530664
Vis_L17.mlp.down_proj,Stage1->Stage2,9.781831728967125e-05,9.95966794184979e-09,7.192565836249497e-05,0.005342908335656219,5.8199806802694765e-09,6.0311344827119345e-05,0.004084285243547445,3.3382389385605404e-12,1.4545024246856502e-06,9.781692432545377e-05,1743.4284325911888
Vis_L17.mlp.down_proj,Base->Stage2,0.00010201986680806582,1.06312620077162e-08,7.472052814212113e-05,0.005520109650110592,6.185137909541961e-09,6.224676532286263e-05,0.004210464282246947,3.6311610628084397e-12,1.5164760862566057e-06,0.00010201829245404533,1703.3499210189825
Vis_L18.attn.qkv,Base->Stage1,3.234631808977726e-05,1.1701249677426492e-09,1.8129328047929992e-05,0.0018106993578709879,7.312783819930397e-10,2.0167257413108815e-05,0.0014314348682078085,3.734132690367197e-13,4.859195523100875e-07,3.2346336304468674e-05,1958.3620685989313
Vis_L18.attn.qkv,Stage1->Stage2,9.981525855219424e-05,9.955969792709679e-09,7.1724362376836e-05,0.005281645293641003,6.063352148170895e-09,6.147061925974452e-05,0.004121770838000177,3.5557680495059126e-12,1.4969466928107706e-06,9.981462003282726e-05,1705.2158812815196
Vis_L18.attn.qkv,Base->Stage2,0.00010421155060111691,1.0613839896883963e-08,7.446027061686362e-05,0.005453354275146731,6.431968419686888e-09,6.33889053643429e-05,0.004245212144265374,3.875892794729706e-12,1.5637152713497445e-06,0.00010421094264124061,1659.4804759390759
Vis_L18.attn.proj,Base->Stage1,5.087467306019889e-05,1.164898130136953e-09,1.7989758204013385e-05,0.0017992073356206664,9.31381931049291e-13,7.695460612397744e-07,5.087461588071359e-05,9.313819310511508e-13,7.695460612405376e-07,5.087461588076438e-05,0.9999999999980033
Vis_L18.attn.proj,Stage1->Stage2,0.00014825913418867285,1.0097530469455151e-08,7.22657670798732e-05,0.005297144561918966,7.909853521242287e-12,2.240146465672793e-06,0.00014825811006226165,7.909853521249022e-12,2.2401464656736485e-06,0.00014825811006232478,0.9999999999991485
Vis_L18.attn.proj,Base->Stage2,0.00015370383497230683,1.0733614476896799e-08,7.490589468204689e-05,0.0054614408615700155,8.501468551211769e-12,2.3221564991474373e-06,0.00015370260048495877,8.501468551213538e-12,2.3221564991476186e-06,0.00015370260048497473,0.9999999999997919
Vis_L18.mlp.gate_proj,Base->Stage1,3.361355736686466e-05,1.1925023459862937e-09,1.867483475393118e-05,0.0019316010933826228,7.346894453248963e-10,2.0369197662007233e-05,0.0015161414525875728,3.6112235861864474e-13,4.785789497962413e-07,3.361359868165313e-05,2034.4612505722714
Vis_L18.mlp.gate_proj,Stage1->Stage2,9.997140999002566e-05,9.888386125507422e-09,7.218324161460142e-05,0.005562183305143792,6.0522654920562955e-09,6.156258632560477e-05,0.004351525915475901,3.1943021353087217e-12,1.4232573972794266e-06,9.997020549149274e-05,1894.7066481772736
Vis_L18.mlp.gate_proj,Base->Stage2,0.00010196915584409955,1.0609548503079847e-08,7.520115263538727e-05,0.005761439956666983,6.489879090593247e-09,6.380753555966474e-05,0.004506100688777453,3.3232504524186707e-12,1.4511668915178059e-06,0.00010196805260572579,1952.8708965855687
Vis_L18.mlp.up_proj,Base->Stage1,3.086203092072438e-05,1.1561541731878978e-09,1.7938356274265444e-05,0.001788685522295864,7.144918993773039e-10,1.9965903200361998e-05,0.001406127723266326,3.441890336146655e-13,4.668048347371096e-07,3.0862040063646015e-05,2075.870610616864
Vis_L18.mlp.up_proj,Stage1->Stage2,9.283116786120812e-05,1.0008064983044785e-08,7.186700244427644e-05,0.005262564687368528,6.140143618697595e-09,6.189601434458088e-05,0.00412203479704404,3.1141203731270416e-12,1.404119957236571e-06,9.283037114327494e-05,1971.7104295913823
Vis_L18.mlp.up_proj,Base->Stage2,9.540189896931388e-05,1.0672985583567701e-08,7.461772180162588e-05,0.005434572043023607,6.544277361429804e-09,6.39826325724435e-05,0.004255525895859186,3.2889862936624548e-12,1.4425405377009212e-06,9.54011084509611e-05,1989.7551333795363
Vis_L18.mlp.down_proj,Base->Stage1,3.211424627461556e-05,1.1411552350060566e-09,1.781415436435932e-05,0.0017911868962247287,6.808901384178976e-10,1.955812428243983e-05,0.00138358887729304,3.6682532462459257e-13,4.819419962398667e-07,3.211428041627298e-05,1856.1699335091369
Vis_L18.mlp.down_proj,Stage1->Stage2,9.657776511049733e-05,9.976175998390827e-09,7.181128642315072e-05,0.005295985299194589,5.841031923942715e-09,6.039772329212206e-05,0.004052373901284156,3.317548056433052e-12,1.450492445142434e-06,9.657691558071971e-05,1760.6472685802937
Vis_L18.mlp.down_proj,Base->Stage2,0.00010008945272275434,1.0633728794704837e-08,7.454329838773904e-05,0.0054677356521788305,6.195867653353228e-09,6.226917205263323e-05,0.0041736476879429074,3.563202239668762e-12,1.5030763268576602e-06,0.00010008867871022693,1738.8481586521457
Vis_L19.attn.qkv,Base->Stage1,3.3360850546428047e-05,1.187606082697801e-09,1.8284088520034252e-05,0.001821618751236517,7.424106435172988e-10,2.032605368269179e-05,0.0014402682143160096,3.983203080009281e-13,5.021673249993184e-07,3.336088061473935e-05,1863.853357724279
Vis_L19.attn.qkv,Stage1->Stage2,0.00010327118254308668,1.0124114323689409e-08,7.241728355350752e-05,0.005318522777629648,6.161730322509794e-09,6.199750046011265e-05,0.004149195007132074,3.816943551217857e-12,1.5527234243183307e-06,0.00010326909517073412,1614.310046724111
Vis_L19.attn.qkv,Base->Stage2,0.00010624935098607151,1.081449083367638e-08,7.528236664769715e-05,0.005496870956058161,6.545038896098115e-09,6.39788058315793e-05,0.004276304470083088,4.040273748131628e-12,1.5971197713144374e-06,0.00010624729917848722,1619.9493658380902
Vis_L19.attn.proj,Base->Stage1,5.562744851696642e-05,1.1993280725267215e-09,1.8324725813059217e-05,0.0018133249755737377,1.1286670241976346e-12,8.468428081621576e-07,5.562750250483015e-05,1.1286670241990238e-12,8.468428081626175e-07,5.562750250486437e-05,0.9999999999987692
Vis_L19.attn.proj,Stage1->Stage2,0.0001531740267400713,1.029847527830749e-08,7.298140006241738e-05,0.0053136034308030045,8.55769830617954e-12,2.320657723701943e-06,0.000153172626407394,8.557698306174553e-12,2.3206577237012257e-06,0.00015317262640734933,1.0000000000005829
Vis_L19.attn.proj,Base->Stage2,0.00015565843092056535,1.0953789854751271e-08,7.569347225263811e-05,0.005480054475532635,8.837569707043585e-12,2.3612962701393475e-06,0.00015565715894434083,8.837569707045837e-12,2.361296270139659e-06,0.0001556571589443607,0.9999999999997452
Vis_L19.mlp.gate_proj,Base->Stage1,3.296194623145772e-05,1.1876484097548111e-09,1.8506735519873094e-05,0.0018950296906139928,7.346083768731113e-10,2.0330741371095204e-05,0.0014903902854929694,3.5932032819301245e-13,4.775005571618624e-07,3.2961955351673366e-05,2044.4386783441576
Vis_L19.mlp.gate_proj,Stage1->Stage2,9.722721422496182e-05,1.0120903144395873e-08,7.294927948718946e-05,0.005531933101107792,6.247977681562569e-09,6.255061717843561e-05,0.00434647333708073,3.1263063950336284e-12,1.4073755572978174e-06,9.722614235448139e-05,1998.5173850803455
Vis_L19.mlp.gate_proj,Base->Stage2,0.00010141928831116589,1.0822764036942746e-08,7.58553462641595e-05,0.005720531481914935,6.671788050113387e-09,6.471276432990408e-05,0.004491468990840116,3.401709412923301e-12,1.4681933499110385e-06,0.00010141819828692464,1961.304520829104
